pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FF,2019-08-22,95,-3.57,5.41,Max Scherzer,553869,453286,,foul,,,,,5,,R,R,R,PIT,WSH,S,,,1,2,2019,-1.17,1.19,-0.22,2.33,,,,2,4,Bot,,,,,435559,,190823_004042,11.2708718,-137.8326502,-5.027093346,-17.18865669,28.30835552,-16.29821441,3.25,1.71,,,,94.7,2426,6.1,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4,,,,,,,,37,5,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019-08-22,94.2,-3.53,5.35,Max Scherzer,553869,453286,,foul,,,,,11,,R,R,R,PIT,WSH,S,,,1,2,2019,-1.12,1.25,-0.14,3.68,,,,2,4,Bot,,,,,435559,,190823_004021,11.14670919,-136.67821,-1.375609458,-16.1908821,28.2625569,-16.59104838,3.23,1.52,,,,93.7,2478,6,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.48,,,,,,,,37,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
SL,2019-08-22,86,-3.71,5.16,Max Scherzer,553869,453286,,called_strike,,,,,2,,R,R,R,PIT,WSH,S,,,1,1,2019,0.43,0.07,0.18,3.34,,,,2,4,Bot,,,,,435559,,190823_003955,8.321579351,-124.9523416,1.761419158,2.955623424,23.71138492,-31.99296609,3.47,1.71,,,,85.9,2342,6.2,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.3,,,,,,,,37,3,Slider,1,2,1,2,2,1,1,2,Standard,Standard
SL,2019-08-22,86.1,-3.82,5.11,Max Scherzer,553869,453286,,ball,,,,,14,,R,R,R,PIT,WSH,B,,,0,1,2019,0.25,0.25,1.39,0.5,,,,2,4,Bot,,,,,435559,,190823_003932,11.75565184,-124.8382806,-5.180352894,0.558554271,21.9785375,-28.8907588,3.37,1.54,,,,85.8,2503,6,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.51,,,,,,,,37,2,Slider,1,2,1,2,2,1,1,2,Standard,Standard
SL,2019-08-22,86.1,-3.75,5.21,Max Scherzer,553869,453286,,swinging_strike,,,,,6,,R,R,R,PIT,WSH,S,,,0,0,2019,0.18,0.25,0.43,2.12,,,,2,4,Bot,,,,,435559,,190823_003911,9.464696617,-125.0909337,-1.660863265,0.248332571,21.59789013,-29.49896274,3.3,1.54,,,,85.9,2464,5.9,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.59,,,,,,,,37,1,Slider,1,2,1,2,2,1,1,2,Standard,Standard
SL,2019-08-22,85.7,-3.75,5.16,Max Scherzer,621028,453286,field_out,hit_into_play,,,,,9,"Kevin Newman grounds out, second baseman Brian Dozier to first baseman Howie Kendrick.  ",R,R,R,PIT,WSH,X,4,ground_ball,1,1,2019,0.22,0.19,0.82,1.54,,,,1,4,Bot,140.66,145.99,,,435559,,190823_003835,10.27672123,-124.4026954,-2.63852639,0.237109167,24.33016038,-29.93763172,3.25,1.54,71,60.4,6,85.1,2414,6,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.5,0.132,0.119,0,1,0,0,2,36,3,Slider,1,2,1,2,2,1,1,2,Standard,Standard
CU,2019-08-22,79.2,-3.44,5.41,Max Scherzer,621028,453286,,ball,,,,,13,,R,R,R,PIT,WSH,B,,,0,1,2019,0.87,-0.59,-1.15,2.11,,,,1,4,Bot,,,,,435559,,190823_003812,3.371972428,-115.3924309,0.543989183,7.205255266,18.54695869,-37.67510926,3.32,1.61,,,,79.2,2715,5.9,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.57,,,,,,,,36,2,Curveball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019-08-22,92.7,-3.55,5.42,Max Scherzer,621028,453286,,called_strike,,,,,6,,R,R,R,PIT,WSH,S,,,0,0,2019,-1.26,1.03,0.39,2.23,,,,1,4,Bot,,,,,435559,,190823_003754,12.66938623,-134.4367844,-4.568757874,-17.6560241,25.50806841,-18.99921288,3.16,1.57,,,,92.4,2393,6,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.45,,,,,,,,36,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019-08-22,91.7,-3.46,5.46,Max Scherzer,466320,453286,field_out,hit_into_play,,,,,5,"Melky Cabrera grounds out, third baseman Anthony Rendon to first baseman Howie Kendrick.  ",R,L,R,PIT,WSH,X,5,ground_ball,0,0,2019,-1.25,1.08,-0.05,2.72,,,,0,4,Bot,114.46,175.46,,,435559,,190823_003714,11.3189796,-133.1205926,-3.416608635,-17.24140278,27.09170403,-18.75535374,3.47,1.62,104,94.3,3,91.9,2485,6.4,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.11,0.422,0.38,0,1,0,0,4,35,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019-08-22,94.7,-3.72,5.08,Max Scherzer,592567,453286,strikeout,swinging_strike,,,,,7,Colin Moran strikes out swinging.  ,R,L,R,PIT,WSH,S,2,,3,2,2019,-0.99,1.11,-0.46,2.04,516782,,605137,2,3,Bot,,,,,435559,,190823_002528,10.58496268,-137.3846544,-4.631692485,-14.71194181,29.70075386,-17.51847749,3.63,1.63,,,,93.9,2346,5.9,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.59,,,0,1,0,0,,30,7,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019-08-22,94.8,-3.68,5.04,Max Scherzer,592567,453286,,foul,,,,,2,,R,L,R,PIT,WSH,S,,,3,2,2019,-0.84,1.19,-0.16,2.97,516782,,605137,2,3,Bot,,,,,435559,,190823_002456,10.99992233,-137.7332862,-2.398585832,-12.82603902,27.42100579,-16.77129251,3.54,1.63,209,,,94.7,2428,6.1,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.39,,,,,,,,30,6,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
CU,2019-08-22,80,-3.52,5.23,Max Scherzer,592567,453286,,foul_tip,,,,,14,,R,L,R,PIT,WSH,S,,,3,1,2019,0.69,-0.54,0.37,1.48,516782,,605137,2,3,Bot,,,,,435559,,190823_002423,7.276139883,-116.405458,-0.586547065,5.101038037,19.59573931,-37.22791449,3.49,1.63,,,,80.3,2607,6.3,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.24,,,,,,,,30,5,Curveball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019-08-22,94.6,-3.49,5.29,Max Scherzer,592567,453286,,ball,,,,,11,,R,L,R,PIT,WSH,B,,,2,1,2019,-1.02,1.19,-1.65,3.1,516782,,605137,2,3,Bot,,,,,435559,,190823_002352,7.073771567,-137.7159567,-2.704817827,-14.53664186,28.49094135,-16.61239745,3.56,1.83,,,,94.9,2447,6.3,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.19,,,,,,,,30,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019-08-22,95.4,-3.53,5.35,Max Scherzer,592567,453286,,ball,,,,,11,,R,L,R,PIT,WSH,B,,,1,1,2019,-0.85,1.21,-1.62,2.76,516782,,605137,2,3,Bot,,,,,435559,,190823_002323,6.863145467,-138.7018993,-3.872744517,-12.37503549,28.67133548,-16.0810252,3.56,1.85,,,,95.1,2490,6,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.49,,,,,,,,30,3,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019-08-22,93.8,-3.66,5.19,Max Scherzer,592567,453286,,swinging_strike,,,,,2,,R,L,R,PIT,WSH,S,,,1,0,2019,-0.98,1.04,0.02,3.34,516782,,605137,2,3,Bot,,,,,435559,,190823_002252,11.69657889,-136.2637811,-1.395389119,-14.61322233,26.64914552,-19.01267459,3.56,1.63,,,,94.3,2311,6.4,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.07,,,,,,,,30,2,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019-08-22,94.3,-3.76,5.13,Max Scherzer,592567,453286,,ball,,,,,11,,R,L,R,PIT,WSH,B,,,0,0,2019,-1.09,0.95,-1.33,2.99,516782,,605137,2,3,Bot,,,,,435559,,190823_002225,8.702420461,-137.1578788,-2.033500933,-15.47096021,26.54513779,-19.89192757,3.58,1.85,,,,94.7,2411,6.3,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.23,,,,,,,,30,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019-08-22,95.1,-3.54,5.31,Max Scherzer,605137,453286,walk,ball,,,,,11,Josh Bell walks.  ,R,L,R,PIT,WSH,B,,,3,2,2019,-0.99,1.21,-1.55,2.73,516782,,,2,3,Bot,,,,,435559,,190823_002144,7.355162829,-138.2776888,-3.793042376,-14.09769132,28.38929383,-16.21039657,3.58,1.76,,,,94.9,2434,6,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.47,,,0.7,1,0,0,,29,7,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
FC,2019-08-22,88.6,-3.56,5.31,Max Scherzer,605137,453286,,ball,,,,,9,,R,L,R,PIT,WSH,B,,,2,2,2019,0.09,0.41,0.37,1.93,516782,,,2,3,Bot,,,,,435559,,190823_002114,9.413086681,-128.8946096,-3.10857194,-0.657824853,23.4657968,-27.13693932,3.6,1.78,,,,89.1,2323,6.3,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.16,,,,,,,,29,6,Cutter,1,2,1,2,2,1,1,2,Infield shift,Standard
FF,2019-08-22,95.4,-3.47,5.37,Max Scherzer,605137,453286,,foul,,,,,1,,R,L,R,PIT,WSH,S,,,2,2,2019,-1.11,1.13,-0.57,3.41,516782,,,2,3,Bot,,,,,435559,,190823_002046,10.03391201,-138.6378292,-2.031556271,-16.28032524,29.05077916,-17.52874367,3.63,1.77,,,,95.1,2483,6.1,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.44,,,,,,,,29,5,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
FF,2019-08-22,94.8,-3.32,5.53,Max Scherzer,605137,453286,,called_strike,,,,,8,,R,L,R,PIT,WSH,S,,,2,1,2019,-1.14,1.42,-0.01,1.91,516782,,,2,3,Bot,,,,,435559,,190823_002021,11.00379663,-137.3849204,-6.807829237,-16.47894382,28.68489744,-13.30056284,3.44,1.76,,,,93.8,2513,5.8,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.69,,,,,,,,29,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
FF,2019-08-22,94.8,-3.58,5.45,Max Scherzer,605137,453286,,ball,,,,,12,,R,L,R,PIT,WSH,B,,,1,1,2019,-1.03,1.4,2.35,2.88,,516782,,2,3,Bot,,,,,435559,,190823_001958,17.53091541,-136.8557141,-3.995064503,-16.45709804,28.00802809,-14.15332359,3.68,1.83,,,,93.7,2533,5.9,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.55,,,,,,,,29,3,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
CH,2019-08-22,85.7,-3.51,5.2,Max Scherzer,605137,453286,,swinging_strike,,,,,13,,R,L,R,PIT,WSH,S,,,1,0,2019,-1.18,0.37,-0.32,1.46,,516782,,2,3,Bot,,,,,435559,,190823_001934,9.858539591,-124.5020478,-3.317024819,-14.07027792,23.40964754,-27.90183245,3.56,1.77,,,,85.6,1500,6.2,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.3,,,,,,,,29,2,Changeup,1,2,1,2,2,1,1,2,Infield shift,Standard
CH,2019-08-22,83.7,-3.72,5.22,Max Scherzer,605137,453286,,ball,,,,,13,,R,L,R,PIT,WSH,B,,,0,0,2019,-1.23,0.03,-1.94,2.43,,,516782,2,3,Bot,,,,,435559,,190823_001903,6.544152862,-121.8025263,-0.129578589,-13.49261019,21.34462636,-32.02635652,3.68,1.83,,,,84.3,1419,6.4,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.07,,,,,,,,29,1,Changeup,1,2,1,2,2,1,1,2,Infield shift,Standard
SL,2019-08-22,86,-3.71,5.09,Max Scherzer,516782,453286,single,hit_into_play_no_out,,,,,4,Starling Marte singles on a soft ground ball to third baseman Anthony Rendon.  ,R,R,R,PIT,WSH,X,5,ground_ball,2,2,2019,0.42,-0.07,-0.3,2.36,,,,2,3,Bot,125.28,203.39,,,435559,,190823_001757,7.210785585,-124.9785857,-0.073875619,2.925253575,25.45994544,-33.12767497,3.47,1.64,3,56.6,-45,85.5,2302,6.1,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.41,0.128,0.115,0.9,1,1,0,1,28,5,Slider,1,2,1,2,2,1,1,2,Standard,Standard
CH,2019-08-22,83.5,-3.74,5.14,Max Scherzer,516782,453286,,ball,,,,,14,,R,R,R,PIT,WSH,B,,,1,2,2019,-1.43,0.2,1.07,0.01,,,,2,3,Bot,,,,,435559,,190823_001734,13.75108809,-120.8053864,-5.67779742,-16.47243236,22.01736455,-29.42502463,3.51,1.71,,,,83.1,1607,6.2,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.32,,,,,,,,28,4,Changeup,1,2,1,2,2,1,1,2,Standard,Standard
SL,2019-08-22,87.5,-3.78,5.03,Max Scherzer,516782,453286,,ball,,,,,14,,R,R,R,PIT,WSH,B,,,0,2,2019,0.32,0.13,2.03,2.16,,,,2,3,Bot,,,,,435559,,190823_001714,13.26695755,-126.8704922,-1.048508902,0.966840841,23.7005527,-30.78025847,3.54,1.71,,,,87.2,2402,6.1,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.39,,,,,,,,28,3,Slider,1,2,1,2,2,1,1,2,Standard,Standard
SL,2019-08-22,86.2,-3.86,5.09,Max Scherzer,516782,453286,,swinging_strike,,,,,9,,R,R,R,PIT,WSH,S,,,0,1,2019,0.1,0.21,0.49,2.05,,,,2,3,Bot,,,,,435559,,190823_001658,10.0147518,-125.1156084,-1.405414951,-0.803048625,22.85867527,-29.96978104,3.51,1.76,,,,85.6,2441,5.8,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.66,,,,,,,,28,2,Slider,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019-08-22,94.1,-3.72,5.17,Max Scherzer,516782,453286,,called_strike,,,,,8,,R,R,R,PIT,WSH,S,,,0,0,2019,-1.33,1.02,0.12,1.85,,,,2,3,Bot,,,,,435559,,190823_001647,12.70728322,-136.3205676,-5.053859705,-19.07713707,29.03855167,-18.78697701,3.58,1.73,,,,93.2,2485,5.9,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.59,,,,,,,,28,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
CH,2019-08-22,84.7,-3.67,5.22,Max Scherzer,668804,453286,field_out,hit_into_play,,,,,1,Bryan Reynolds flies out to right fielder Adam Eaton.  ,R,L,R,PIT,WSH,X,9,fly_ball,0,0,2019,-1.25,0.25,-0.34,2.93,,,,1,3,Bot,192.63,67.22,,,435559,,190823_001613,10.12029836,-122.9127055,0.477406842,-14.37526943,22.35797461,-29.98584154,3.5,1.54,346,92.3,30,84.2,1576,5.9,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.56,0.145,0.223,0,1,0,0,3,27,1,Changeup,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019-08-22,93.5,-3.69,5.25,Max Scherzer,624428,453286,home_run,hit_into_play_score,,,,,6,Adam Frazier homers (7) on a fly ball to right field.  ,R,L,R,PIT,WSH,X,,fly_ball,0,1,2019,-1.02,1.09,0.41,2.65,,,,1,3,Bot,217.63,65.64,,,435559,,190823_001529,12.70891915,-135.6354714,-3.323234118,-15.04339624,25.33235219,-18.3009023,3.25,1.47,380,100.8,36,93.5,2497,6.1,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.38,0.4,0.737,2,1,0,3,5,26,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
CU,2019-08-22,79.8,-3.55,5.49,Max Scherzer,624428,453286,,called_strike,,,,,4,,R,L,R,PIT,WSH,S,,,0,0,2019,0.84,-0.66,-0.43,2.18,,,,1,3,Bot,,,,,435559,,190823_001503,5.258883183,-116.1530808,0.5902064,6.628043669,19.60117438,-38.44636998,3.25,1.49,,,,79.5,2784,5.9,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.65,,,,,,,,26,1,Curveball,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019-08-22,93,-3.63,5.52,Max Scherzer,643230,453286,strikeout,foul_tip,,,,,12,Steven Brault strikes out on a foul tip.  ,R,L,R,PIT,WSH,S,2,,0,2,2019,-1.3,1.06,0.03,4.47,,,,0,3,Bot,,,,,435559,,190823_001430,12.05816894,-134.8822201,0.777364659,-18.11941912,26.02904379,-19.7148105,3.58,1.53,,,,92.5,2479,5.9,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.55,,,0,1,0,0,,25,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Strategic
CU,2019-08-22,80.3,-3.69,5.56,Max Scherzer,643230,453286,,foul,,,,,13,,R,L,R,PIT,WSH,S,,,0,1,2019,0.73,-0.54,-0.37,1.3,,,,0,3,Bot,,,,,435559,,190823_001413,5.936319871,-116.810549,-1.844596872,5.657495263,18.19368237,-37.00811874,3.42,1.53,146,,,79.9,2965,5.7,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.85,,,,,,,,25,2,Curveball,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019-08-22,91.7,-3.72,5.37,Max Scherzer,643230,453286,,swinging_strike,,,,,2,,R,L,R,PIT,WSH,S,,,0,0,2019,-1.14,1.16,-0.27,2.83,,,,0,3,Bot,,,,,435559,,190823_001356,11.03885241,-133.0950969,-3.060740778,-15.54064003,24.84128537,-18.02767911,3.37,1.61,,,,91.4,2555,6,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.53,,,,,,,,25,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
SL,2019-08-22,87.2,-3.71,5.09,Max Scherzer,553869,453286,field_out,hit_into_play,,,,,5,"Elias Diaz grounds out, pitcher Max Scherzer to first baseman Howie Kendrick.  ",R,R,R,PIT,WSH,X,1,ground_ball,2,2,2019,0.31,0.13,-0.16,2.43,592567,,466320,2,2,Bot,129.6,179.1,,,435559,,190823_000126,7.863611722,-126.7132594,-0.506854637,1.79340614,24.84977938,-30.90466881,3.18,1.52,,82.9,-21,86.8,2312,6,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.47,0.052,0.047,0,1,0,0,2,20,5,Slider,0,2,0,2,2,0,0,2,Standard,Standard
SL,2019-08-22,86.3,-3.65,5.12,Max Scherzer,553869,453286,,ball,,,,,14,,R,R,R,PIT,WSH,B,,,1,2,2019,0.2,0.16,0.46,1.19,592567,,466320,2,2,Bot,,,,,435559,,190823_000100,9.308858364,-125.3168771,-3.390342103,0.167331604,25.90969276,-30.05021368,3.23,1.57,,,,85.6,2261,6,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.49,,,,,,,,20,4,Slider,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019-08-22,96.1,-3.57,5.27,Max Scherzer,553869,453286,,foul,,,,,2,,R,R,R,PIT,WSH,S,,,1,1,2019,-0.71,1.16,0.24,3.25,592567,,466320,2,2,Bot,,,,,435559,,190823_000029,11.53476313,-139.433904,-2.348027326,-11.47770715,27.77809256,-16.9479258,3.25,1.66,,,,95.4,2416,5.8,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.7,,,,,,,,20,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019-08-22,95.6,-3.54,5.29,Max Scherzer,553869,453286,,foul,,,,,2,,R,R,R,PIT,WSH,S,,,1,0,2019,-1.04,1.23,0.02,3.17,592567,,466320,2,2,Bot,,,,,435559,,190822_235959,11.70769896,-138.8506205,-2.781786724,-15.7992915,27.00109549,-15.7615438,3.25,1.61,,,,96,2406,6.3,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.16,,,,,,,,20,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
SL,2019-08-22,86.9,-3.58,5.17,Max Scherzer,553869,453286,,ball,,,,,14,,R,R,R,PIT,WSH,B,,,0,0,2019,0.18,0.2,1.55,1.61,592567,,466320,2,2,Bot,,,,,435559,,190822_235932,11.85153332,-126.0274086,-2.749095201,-0.215710624,23.16817828,-29.76987601,3.32,1.66,,,,86.8,,6.2,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.31,,,,,,,,20,1,Slider,0,2,0,2,2,0,0,2,Standard,Standard
SL,2019-08-22,86.5,-3.62,5.15,Max Scherzer,621028,453286,field_out,hit_into_play,,,,,14,Kevin Newman flies out to left fielder Juan Soto.  ,R,R,R,PIT,WSH,X,7,fly_ball,1,2,2019,0.35,0.24,0.13,1.06,592567,,466320,1,2,Bot,91.28,95.9,,,435559,,190822_235847,8.210442461,-125.7426449,-4.037717702,2.203334801,23.60652483,-29.09986772,3.23,1.54,255,72.5,28,86.5,2283,6.2,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.34,0.622,0.577,0,1,0,0,4,19,4,Slider,0,2,0,2,2,0,0,2,Standard,Standard
SL,2019-08-22,87.2,-3.77,5.11,Max Scherzer,621028,453286,,blocked_ball,,,,,13,,R,R,R,PIT,WSH,B,,,0,2,2019,0.15,0.21,-0.36,0.91,592567,,466320,1,2,Bot,,,,,435559,,190822_235810,7.84782168,-126.7351324,-4.327464512,0.013817087,25.15491393,-29.2878871,3.17,1.57,,,,86.7,2347,5.9,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.56,,,,,,,,19,3,Slider,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019-08-22,94.8,-3.67,5.25,Max Scherzer,621028,453286,,foul_tip,,,,,2,,R,R,R,PIT,WSH,S,,,0,1,2019,-1.02,1.16,-0.09,3.17,592567,,466320,1,2,Bot,,,,,435559,,190822_235746,11.44296374,-137.5432778,-2.260776714,-15.14744549,29.72283989,-17.4884667,3.3,1.59,,,,93.8,2375,5.8,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.67,,,,,,,,19,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
SL,2019-08-22,86.8,-3.69,5.12,Max Scherzer,621028,453286,,swinging_strike,,,,,14,,R,R,R,PIT,WSH,S,,,0,0,2019,0.23,0.39,0.89,1.59,592567,,466320,1,2,Bot,,,,,435559,,190822_235723,10.381009,-125.9272378,-2.971869608,0.404396534,24.84616265,-27.75595067,3.11,1.54,,,,86.1,2287,5.9,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.56,,,,,,,,19,1,Slider,0,2,0,2,2,0,0,2,Standard,Standard
CH,2019-08-22,84.2,-3.66,5.33,Max Scherzer,466320,453286,single,hit_into_play_no_out,,,,,8,Melky Cabrera singles on a line drive to right fielder Adam Eaton.   Colin Moran to 3rd.  ,R,L,R,PIT,WSH,X,9,line_drive,0,1,2019,-1.29,0.32,0.02,1.7,,592567,,1,2,Bot,173.09,115.71,,,435559,,190822_235640,10.98505815,-122.1151295,-2.629196304,-14.86644176,23.30175434,-28.67842284,3.37,1.62,230,76.3,18,83.7,1529,6.1,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.41,0.952,0.872,0.9,1,1,0,4,18,2,Changeup,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019-08-22,93.8,-3.6,5.38,Max Scherzer,466320,453286,,foul,,,,,3,,R,L,R,PIT,WSH,S,,,0,0,2019,-1.01,1.14,0.56,3.05,,592567,,1,2,Bot,,,,,435559,,190822_235609,12.83590553,-135.9362772,-2.74184503,-15.07223917,28.73796152,-17.76441003,3.42,1.62,157,,,93.1,2290,6,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.46,,,,,,,,18,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
FC,2019-08-22,91.3,-3.74,5.23,Max Scherzer,592567,453286,double,hit_into_play_no_out,,,,,6,Colin Moran doubles (22) on a line drive to center fielder Victor Robles.  ,R,L,R,PIT,WSH,X,8,line_drive,2,1,2019,-0.12,0.76,0.28,2.71,,,,1,2,Bot,85.76,88.57,,,435559,,190822_235516,10.23408011,-132.5680147,-2.118035092,-3.289935149,24.38800652,-23.07730641,3.54,1.8,281,80.6,26,90.8,2336,5.8,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.7,0.228,0.215,1.25,1,1,1,3,17,4,Cutter,0,2,0,2,2,0,0,2,Infield shift,Standard
CH,2019-08-22,84.6,-3.74,5.32,Max Scherzer,592567,453286,,ball,,,,,13,,R,L,R,PIT,WSH,B,,,1,1,2019,-1.47,0.01,-0.56,0.66,,,,1,2,Bot,,,,,435559,,190822_235449,10.23608446,-122.6971648,-4.485065132,-16.67750098,22.41036877,-31.49548498,3.35,1.8,,,,84.2,1730,6.1,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.45,,,,,,,,17,3,Changeup,0,2,0,2,2,0,0,2,Infield shift,Standard
FF,2019-08-22,94.2,-3.73,5.33,Max Scherzer,592567,453286,,swinging_strike,,,,,12,,R,L,R,PIT,WSH,S,,,1,0,2019,-0.92,1.42,0.51,3.89,,,,1,2,Bot,,,,,435559,,190822_235430,12.95419741,-136.5772498,-1.105024057,-14.26350251,29.33269995,-14.55069213,3.58,1.63,,,,93.6,2471,6.1,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.42,,,,,,,,17,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard
FF,2019-08-22,94.1,-3.68,5.43,Max Scherzer,592567,453286,,ball,,,,,3,,R,L,R,PIT,WSH,B,,,0,0,2019,-1.05,1.27,0.79,3.17,,,,1,2,Bot,,,,,435559,,190822_235411,13.68532999,-136.3503689,-2.89475645,-15.6148921,26.16862848,-16.16386433,3.37,1.7,,,,93.3,2505,5.8,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.71,,,,,,,,17,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard
