pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FC,2019-04-26,88.8,-3.46,5.03,Max Scherzer,543333,453286,,ball,,,,,14,,R,L,R,WSH,SD,B,,,0,0,2019,-0.96,1.07,1.55,1.45,,,614177,1,7,Top,,,,,543228,,190427_004431,14.09226859,-128.4760785,-4.846590352,-13.19950936,24.02293392,-19.65032146,3.54,1.76,,,,88.3,2336,6.1,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.43,,,,,,,,46,1,Cutter,2,2,2,2,2,2,2,2,Standard,Standard
CH,2019-04-26,83,-3.63,4.86,Max Scherzer,614177,453286,force_out,hit_into_play,,,,,8,"Franmil Reyes pops into a force out, second baseman Brian Dozier to shortstop Carter Kieboom.   Manny Machado out at 2nd.    Franmil Reyes to 1st.  ",R,R,R,WSH,SD,X,4,popup,0,2,2019,-1.46,0.45,-0.25,1.82,,,592518,0,7,Top,148.26,126.03,,,543228,,190427_004342,10.60077562,-120.5234303,-1.455229133,-16.14585833,19.09559998,-27.65222933,3.7,1.73,166,84.3,57,83.7,1465,6.4,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.07,0.025,0.027,0,1,0,0,3,45,3,Changeup,2,2,2,2,2,2,2,2,Standard,Standard
FF,2019-04-26,91.1,-3.61,4.88,Max Scherzer,614177,453286,,called_strike,,,,,13,,R,R,R,WSH,SD,S,,,0,1,2019,-1.25,1.45,-0.89,2.14,,,592518,0,7,Top,,,,,543228,,190427_004306,9.406709708,-132.1760867,-3.962420576,-16.52093131,29.30355891,-14.84406878,3.51,1.54,,,,90.2,2432,6,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.5,,,,,,,,45,2,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard
SL,2019-04-26,84,-3.66,4.98,Max Scherzer,614177,453286,,swinging_strike,,,,,6,,R,R,R,WSH,SD,S,,,0,0,2019,0.11,0.38,0.36,2.51,,,592518,0,7,Top,,,,,543228,,190427_004242,9.009116492,-121.9785559,-0.053318198,-0.638558071,23.68801626,-28.65803086,3.7,1.73,,,,83.5,2273,6.1,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.45,,,,,,,,45,1,Slider,2,2,2,2,2,2,2,2,Standard,Standard
SL,2019-04-26,85.8,-3.61,4.91,Max Scherzer,592518,453286,single,hit_into_play_score,,,,,14,Manny Machado singles on a ground ball to center fielder Victor Robles.   Wil Myers scores.  ,R,R,R,WSH,SD,X,8,ground_ball,3,1,2019,0.21,0.45,1.04,2.34,,571976,,0,7,Top,114.9,102.44,,,543228,,190427_004147,10.54513907,-124.6891444,-0.786451481,0.338911373,21.67957071,-27.53037921,3.65,1.71,19,88.8,-6,85.9,2415,6.1,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.41,0.2,0.18,0.9,1,1,0,2,44,5,Slider,2,1,1,2,1,2,1,2,Standard,Standard
SL,2019-04-26,83.7,-3.67,4.89,Max Scherzer,592518,453286,,ball,,,,,14,,R,R,R,WSH,SD,B,,,2,1,2019,0.34,0.44,1.76,1.24,,571976,,0,7,Top,,,,,543228,,190427_004122,11.78205709,-121.4341233,-2.908212738,1.506532812,19.4777568,-27.53692921,3.36,1.38,,,,83.8,2478,6.1,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.4,,,,,,,,44,4,Slider,2,1,1,2,1,2,1,2,Standard,Standard
FF,2019-04-26,94.3,-3.63,4.77,Max Scherzer,592518,453286,,ball,,,,,9,,R,R,R,WSH,SD,B,,,1,1,2019,-1.56,1.13,0.52,1.95,,571976,,0,7,Top,,,,,543228,,190427_004052,14.13749627,-136.7052961,-4.181965988,-22.22243833,23.51600165,-17.26856333,3.31,1.56,,,,94.6,2556,6.2,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.3,,,,,,,,44,3,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard
SL,2019-04-26,84.9,-3.63,4.9,Max Scherzer,592518,453286,,swinging_strike,,,,,14,,R,R,R,WSH,SD,S,,,1,0,2019,0.33,0.66,1.78,1.92,,571976,,0,7,Top,,,,,543228,,190427_004022,11.91527741,-123.2270667,-1.963447224,1.206287889,22.32271094,-25.28706156,3.65,1.71,,,,84.7,2484,6.1,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.39,,,,,,,,44,2,Slider,2,1,1,2,1,2,1,2,Standard,Standard
FF,2019-04-26,92.3,-3.57,4.77,Max Scherzer,592518,453286,,ball,,,,,13,,R,R,R,WSH,SD,B,,,0,0,2019,-1.34,1.08,-1.63,2.24,,571976,,0,7,Top,,,,,543228,,190427_003959,7.829679081,-134.2611639,-2.960596682,-17.8287765,27.55729209,-18.73615834,3.41,1.71,,,,92.4,2421,6.2,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.27,,,,,,,,44,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard
CH,2019-04-26,84.5,-3.44,4.98,Max Scherzer,571976,453286,double,hit_into_play_no_out,,,,,8,Wil Myers doubles (5) on a sharp line drive to left fielder Juan Soto.  ,R,R,R,WSH,SD,X,7,line_drive,2,1,2019,-1.76,0.36,-0.19,1.72,,,,0,7,Top,62.64,127.09,,,543228,,190427_003913,11.04170812,-122.5044296,-1.903214036,-19.85627135,24.11332791,-28.355473,3.51,1.57,229,105.4,14,84.3,1512,6.3,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.16,0.712,0.754,1.25,1,1,1,5,43,4,Changeup,2,1,1,2,1,2,1,2,Standard,Standard
FF,2019-04-26,92.7,-3.58,4.91,Max Scherzer,571976,453286,,ball,,,,,12,,R,R,R,WSH,SD,B,,,1,1,2019,-1.02,1.2,0.98,2.67,,,,0,7,Top,,,,,543228,,190427_003848,13.7983734,-134.3768487,-2.492670568,-15.18508756,27.80713665,-17.42465979,3.4,1.38,,,,92.3,2528,6.2,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.32,,,,,,,,43,3,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard
SL,2019-04-26,84.3,-3.62,4.98,Max Scherzer,571976,453286,,ball,,,,,14,,R,R,R,WSH,SD,B,,,0,1,2019,0.31,0.18,1.04,1.2,,,,0,7,Top,,,,,543228,,190427_003832,10.12730761,-122.5364068,-2.842266016,1.475545868,19.32679351,-30.07185493,3.26,1.24,,,,84.3,2442,5.9,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.6,,,,,,,,43,2,Slider,2,1,1,2,1,2,1,2,Standard,Standard
SL,2019-04-26,85,-3.47,5.11,Max Scherzer,571976,453286,,foul,,,,,14,,R,R,R,WSH,SD,S,,,0,0,2019,0.18,0.55,1.2,2.03,,,,0,7,Top,,,,,543228,,190427_003807,10.45536091,-123.4162633,-2.035487126,0.174925075,19.83856826,-26.45332887,3.51,1.57,28,,,84.7,2590,5.8,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.7,,,,,,,,43,1,Slider,2,1,1,2,1,2,1,2,Standard,Standard
SL,2019-04-26,86.3,-3.55,4.93,Max Scherzer,665487,453286,strikeout,swinging_strike,,,,,14,Fernando Tatis strikes out swinging.  ,R,R,R,WSH,SD,S,2,,1,2,2019,0.37,0.22,1.37,1.43,,,,2,6,Top,,,,,543228,,190427_002937,10.88258031,-125.3959194,-2.617623512,2.057916459,21.18150256,-29.5940908,3.8,1.79,,,,86.4,2369,6,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.46,,,0,1,0,0,,39,4,Slider,2,1,1,2,1,2,1,2,Standard,Standard
CH,2019-04-26,85.1,-3.5,4.97,Max Scherzer,665487,453286,,ball,,,,,14,,R,R,R,WSH,SD,B,,,0,2,2019,-1.43,0.13,0.45,0.88,,,,2,6,Top,,,,,543228,,190427_002914,12.03477997,-123.4786763,-3.584638776,-16.77502135,21.19972966,-30.42783932,3.35,1.47,,,,85.2,1513,6.2,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.33,,,,,,,,39,3,Changeup,2,1,1,2,1,2,1,2,Standard,Standard
CH,2019-04-26,83.9,-3.5,5.1,Max Scherzer,665487,453286,,swinging_strike,,,,,13,,R,R,R,WSH,SD,S,,,0,1,2019,-1.31,0.24,-0.85,1.65,,,,2,6,Top,,,,,543228,,190427_002855,8.734544536,-122.0353753,-2.159487918,-14.70357775,19.67770058,-29.59920175,3.8,1.79,,,,84.5,1404,6.3,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.17,,,,,,,,39,2,Changeup,2,1,1,2,1,2,1,2,Standard,Standard
FF,2019-04-26,94.2,-3.49,4.93,Max Scherzer,665487,453286,,swinging_strike,,,,,6,,R,R,R,WSH,SD,S,,,0,0,2019,-1.03,1.22,0.74,3.05,,,,2,6,Top,,,,,543228,,190427_002838,13.11184818,-136.7017228,-1.892082502,-15.37634424,25.46909104,-16.77708922,3.8,1.79,,,,93.9,2557,5.9,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.55,,,,,,,,39,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard
SL,2019-04-26,84.7,-3.53,5.08,Max Scherzer,621381,453286,strikeout,foul_tip,,,,,6,Matt Strahm strikes out on a foul tip.  ,R,R,R,WSH,SD,S,2,,1,2,2019,0.05,0.07,0.68,2.67,,,,1,6,Top,,,,,543228,,190427_002806,9.660405488,-123.0052869,0.546296183,-1.234053367,21.98905843,-31.81836758,3.58,1.65,,,,84.3,2208,5.9,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.57,,,0,1,0,0,,38,4,Slider,2,1,1,2,1,2,1,2,Standard,Strategic
SL,2019-04-26,84.1,-3.49,5.03,Max Scherzer,621381,453286,,ball,,,,,14,,R,R,R,WSH,SD,B,,,0,2,2019,0.16,-0.08,0.49,0.08,,,,1,6,Top,,,,,543228,,190427_002742,8.859948752,-122.048372,-4.826096466,-0.274246007,25.00081174,-32.22131708,3.45,1.66,,,,83.3,2454,6,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.51,,,,,,,,38,3,Slider,2,1,1,2,1,2,1,2,Standard,Strategic
FF,2019-04-26,94.1,-3.57,5.02,Max Scherzer,621381,453286,,called_strike,,,,,8,,R,R,R,WSH,SD,S,,,0,1,2019,-1.1,1.11,0.24,2.07,,,,1,6,Top,,,,,543228,,190427_002727,12.214927,-136.4013899,-4.32353207,-16.21882105,28.93036331,-17.73186827,3.59,1.68,,,,93.6,2451,6.1,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.35,,,,,,,,38,2,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Strategic
SL,2019-04-26,82.9,-3.74,4.97,Max Scherzer,621381,453286,,called_strike,,,,,9,,R,R,R,WSH,SD,S,,,0,0,2019,0.23,-0.12,0.49,2.08,,,,1,6,Top,,,,,543228,,190427_002714,9.11963493,-120.392381,0.10798565,0.454678601,22.47181402,-33.62059249,3.7,1.73,,,,82.1,2308,5.8,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.74,,,,,,,,38,1,Slider,2,1,1,2,1,2,1,2,Standard,Strategic
SL,2019-04-26,85.9,-3.43,5.09,Max Scherzer,622534,453286,strikeout,called_strike,,,,,9,Manuel Margot called out on strikes.  ,R,R,R,WSH,SD,S,2,,0,2,2019,0.19,0.34,0.69,1.56,,,,0,6,Top,,,,,543228,,190427_002629,9.365448267,-124.9547304,-2.917803312,0.560769132,18.63082119,-28.33653163,2.73,1.51,,,,86.4,2539,6.1,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.42,,,0,1,0,0,,37,3,Slider,2,1,1,2,1,2,1,2,Standard,Standard
CH,2019-04-26,82.8,-3.53,4.94,Max Scherzer,622534,453286,,swinging_strike,,,,,14,,R,R,R,WSH,SD,S,,,0,1,2019,-1.58,0.52,0.01,1.07,,,,0,6,Top,,,,,543228,,190427_002610,11.09422428,-120.1417614,-3.355927607,-17.23761853,21.19364601,-26.69957347,3.32,1.51,,,,82.7,1467,6.2,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.29,,,,,,,,37,2,Changeup,2,1,1,2,1,2,1,2,Standard,Standard
FF,2019-04-26,93.4,-3.52,4.99,Max Scherzer,622534,453286,,called_strike,,,,,8,,R,R,R,WSH,SD,S,,,0,0,2019,-1.36,1.24,0.16,1.54,,,,0,6,Top,,,,,543228,,190427_002556,12.54921188,-135.5367327,-5.941961353,-19.53560197,26.84081732,-15.63310955,3.32,1.51,,,,94.1,2584,6.7,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,53.84,,,,,,,,37,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard
FF,2019-04-26,95.8,-3.58,4.99,Max Scherzer,595978,453286,field_out,hit_into_play,,,,,2,Austin Hedges pops out to shortstop Carter Kieboom.  ,R,R,R,WSH,SD,X,6,popup,0,2,2019,-1.26,1.32,0.02,2.94,,,,2,5,Top,106.26,129.87,,,543228,,190427_001715,12.28987462,-138.948892,-2.761467035,-19.00666213,30.06484588,-14.74880732,3.41,1.62,,80,69,95.6,2605,6.3,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.22,0.002,0.002,0,1,0,0,3,33,3,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard
SL,2019-04-26,87,-3.53,5.06,Max Scherzer,595978,453286,,swinging_strike,,,,,14,,R,R,R,WSH,SD,S,,,0,1,2019,0.09,0.51,2.31,1.31,,,,2,5,Top,,,,,543228,,190427_001656,13.58649614,-125.8583569,-3.724863704,-1.780834529,25.37255731,-26.36154739,3.41,1.62,,,,85.6,2225,5.7,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.77,,,,,,,,33,2,Slider,2,1,1,2,1,2,1,2,Standard,Standard
CU,2019-04-26,76.5,-3.21,5.4,Max Scherzer,595978,453286,,called_strike,,,,,9,,R,R,R,WSH,SD,S,,,0,0,2019,1.02,-0.21,0.63,1.84,,,,2,5,Top,,,,,543228,,190427_001640,6.217676655,-111.2593729,-0.187378094,7.327521113,18.10492303,-34.06704097,3.17,1.45,,,,75.8,2570,5.6,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.92,,,,,,,,33,1,Curveball,2,1,1,2,1,2,1,2,Standard,Standard
CH,2019-04-26,85.2,-3.45,5.08,Max Scherzer,435079,453286,field_out,hit_into_play,,,,,8,"Ian Kinsler grounds out, third baseman Anthony Rendon to first baseman Ryan Zimmerman.  ",R,R,R,WSH,SD,X,5,ground_ball,3,2,2019,-1.36,0.03,0.27,1.76,,,,1,5,Top,99.66,165.43,,,543228,,190427_001601,11.59936721,-123.6589659,-1.598301916,-16.36748035,21.91377931,-31.72645659,3.29,1.49,8,89.3,-17,86.1,1562,6.8,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,53.74,0.218,0.228,0,1,0,0,2,32,6,Changeup,2,1,1,2,1,2,1,2,Standard,Standard
FF,2019-04-26,95.5,-3.51,5.08,Max Scherzer,435079,453286,,ball,,,,,12,,R,R,R,WSH,SD,B,,,2,2,2019,-1.01,1.22,1.45,2.5,,,,1,5,Top,,,,,543228,,190427_001538,15.03566771,-138.2628047,-3.805995001,-15.80502722,27.54533735,-16.20521945,3.26,1.45,,,,94.5,2556,5.8,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.75,,,,,,,,32,5,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard
SL,2019-04-26,86.7,-3.53,5.08,Max Scherzer,435079,453286,,foul,,,,,3,,R,R,R,WSH,SD,S,,,2,1,2019,0.08,0.4,0.28,3.01,,,,1,5,Top,,,,,543228,,190427_001515,8.891864683,-126.0082825,0.453582283,-0.925275259,25.17002267,-28.26997288,3.29,1.49,,,,86.3,2307,6,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.45,,,,,,,,32,4,Slider,2,1,1,2,1,2,1,2,Standard,Standard
CH,2019-04-26,83.5,-3.41,5.04,Max Scherzer,435079,453286,,ball,,,,,9,,R,R,R,WSH,SD,B,,,1,1,2019,-1.51,0.31,0.57,1.79,,,,1,5,Top,,,,,543228,,190427_001456,12.15178023,-120.9373782,-1.573615772,-17.33261342,24.25107202,-29.04732993,3.05,1.28,,,,83.4,1370,6.5,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,53.98,,,,,,,,32,3,Changeup,2,1,1,2,1,2,1,2,Standard,Standard
FF,2019-04-26,93.6,-3.83,4.88,Max Scherzer,435079,453286,,ball,,,,,13,,R,R,R,WSH,SD,B,,,0,1,2019,-1.18,1.19,-2.18,1.52,,,,1,5,Top,,,,,543228,,190427_001438,6.761467581,-135.932615,-5.405233618,-15.86430985,31.28468096,-16.67693948,3.23,1.39,,,,92.6,2385,5.9,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.6,,,,,,,,32,2,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard
SL,2019-04-26,84.5,-3.54,5.12,Max Scherzer,435079,453286,,called_strike,,,,,1,,R,R,R,WSH,SD,S,,,0,0,2019,0.31,0.15,-0.3,3.23,,,,1,5,Top,,,,,543228,,190427_001422,6.897942208,-122.9288682,1.592888151,1.890301654,21.89374651,-31.20371776,3.28,1.47,,,,84.2,2295,5.9,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.59,,,,,,,,32,1,Slider,2,1,1,2,1,2,1,2,Standard,Standard
FF,2019-04-26,94.1,-3.4,5.18,Max Scherzer,543333,453286,home_run,hit_into_play_score,,,,,2,Eric Hosmer homers (3) on a fly ball to center field.  ,R,L,R,WSH,SD,X,,fly_ball,0,2,2019,-1.25,1.24,0.18,3.18,,,,1,5,Top,157.23,20.12,,,543228,,190427_001331,12.11728732,-136.5634295,-2.20083392,-18.37762958,30.28054166,-16.22959704,3.69,1.76,428,106.2,27,94.2,2512,6.5,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,53.96,0.972,1.868,2,1,0,3,6,31,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Standard
FC,2019-04-26,89.4,-3.42,5.2,Max Scherzer,543333,453286,,foul,,,,,3,,R,L,R,WSH,SD,S,,,0,1,2019,-0.28,0.73,0.51,3.73,,,,1,5,Top,,,,,543228,,190427_001304,10.12681023,-129.8272895,0.784343623,-4.917297358,22.66669149,-24.29899161,3.69,1.76,,,,89,2376,5.8,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.73,,,,,,,,31,2,Cutter,2,0,0,2,0,2,0,2,Infield shift,Standard
CU,2019-04-26,77.4,-3.39,5.42,Max Scherzer,543333,453286,,called_strike,,,,,13,,R,L,R,WSH,SD,S,,,0,0,2019,0.91,-0.29,-0.9,2.08,,,,1,5,Top,,,,,543228,,190427_001246,3.634031105,-112.5994776,0.278125438,7.036562517,18.70381437,-34.89744124,3.59,1.68,,,,76.8,2653,5.7,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.81,,,,,,,,31,1,Curveball,2,0,0,2,0,2,0,2,Infield shift,Standard
SL,2019-04-26,85.3,-3.52,5.06,Max Scherzer,614177,453286,field_out,hit_into_play,,,,,9,Franmil Reyes lines out sharply to right fielder Adam Eaton.  ,R,R,R,WSH,SD,X,9,line_drive,0,1,2019,0.09,0.27,0.5,2.22,,,,0,5,Top,180.12,88.58,,,543228,,190427_001212,9.204170306,-124.033725,-1.002218685,-0.565007863,20.61330335,-29.39890849,3.7,1.73,283,100.1,15,85.2,2425,5.9,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.58,0.677,0.698,0,1,0,0,4,30,2,Slider,2,0,0,2,0,2,0,2,Standard,Standard
FF,2019-04-26,93,-3.61,5.01,Max Scherzer,614177,453286,,called_strike,,,,,6,,R,R,R,WSH,SD,S,,,0,0,2019,-1.2,1.05,0.66,2.38,,,,0,5,Top,,,,,543228,,190427_001152,13.40222989,-134.7868472,-3.239380253,-17.13722075,25.34277686,-18.98698993,3.55,1.5,,,,92.6,2525,6,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.52,,,,,,,,30,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard
SL,2019-04-26,87.1,-3.51,4.86,Max Scherzer,592518,453286,strikeout,swinging_strike,,,,,14,Manny Machado strikes out swinging.  ,R,R,R,WSH,SD,S,2,,2,2,2019,0.18,0.5,1.45,2.12,,,,2,4,Top,,,,,543228,,190426_235914,11.46835861,-126.4542453,-1.480508171,-0.100247268,22.25751392,-26.74782997,3.65,1.71,,,,87,2482,6,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.45,,,0,1,0,0,,24,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-04-26,96.4,-3.45,4.9,Max Scherzer,592518,453286,,ball,,,,,14,,R,R,R,WSH,SD,B,,,1,2,2019,-1.18,1.05,1.41,2.2,,,,2,4,Top,,,,,543228,,190426_235851,15.47980686,-139.5698299,-3.929838118,-18.57998023,27.90655934,-17.84298838,3.54,1.56,,,,96.2,2620,6.2,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.29,,,,,,,,24,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-04-26,97.5,-3.44,5.09,Max Scherzer,592518,453286,,ball,,,,,12,,R,R,R,WSH,SD,B,,,0,2,2019,-1.1,1.15,1.55,3.15,,,,2,4,Top,,,,,543228,,190426_235831,15.66177811,-141.0715275,-2.248319278,-17.8467275,29.79228286,-16.72536555,3.55,1.62,,,,96.5,2642,5.9,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.62,,,,,,,,24,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019-04-26,85.5,-3.54,5.05,Max Scherzer,592518,453286,,foul_tip,,,,,4,,R,R,R,WSH,SD,S,,,0,1,2019,-1.35,0.69,-0.67,2.32,,,,2,4,Top,,,,,543228,,190426_235811,9.403385606,-124.2251094,-1.564979988,-15.63712255,22.35648501,-24.93201421,3.65,1.71,,,,85.3,1572,6,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.45,,,,,,,,24,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-04-26,96.2,-3.57,5.03,Max Scherzer,592518,453286,,called_strike,,,,,14,,R,R,R,WSH,SD,S,,,0,0,2019,-1.07,1.27,0.83,2.51,,,,2,4,Top,,,,,543228,,190426_235745,13.83092415,-139.2817591,-3.833277613,-16.60144912,29.91085383,-15.34847953,3.61,1.66,,,,95,2615,5.8,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.73,,,,,,,,24,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-04-26,96.7,-3.43,5,Max Scherzer,571976,453286,strikeout,swinging_strike,,,,,12,Wil Myers strikes out swinging.  ,R,R,R,WSH,SD,S,2,,1,2,2019,-0.95,1.29,0.84,3.45,,,,1,4,Top,,,,,543228,,190426_235705,13.43305433,-140.0695604,-1.416649675,-15.44330882,32.52885947,-15.27682611,3.51,1.57,,,,95.9,2706,6.1,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.38,,,0,1,0,0,,23,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-04-26,95.2,-3.56,4.99,Max Scherzer,571976,453286,,called_strike,,,,,14,,R,R,R,WSH,SD,S,,,1,1,2019,-1.26,1.13,0.91,2.24,,,,1,4,Top,,,,,543228,,190426_235643,14.4381298,-137.8434785,-4.031064091,-19.10172012,29.18764854,-17.18625248,3.47,1.5,,,,94.7,2542,6.2,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.31,,,,,,,,23,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
SL,2019-04-26,86.6,-3.49,5.05,Max Scherzer,571976,453286,,ball,,,,,12,,R,R,R,WSH,SD,B,,,0,1,2019,0.13,0.4,1.18,2.38,,,,1,4,Top,,,,,543228,,190426_235627,10.80180241,-125.7262571,-0.955126341,-0.718822764,24.57872392,-28.03862243,3.36,1.39,,,,86.1,2433,6,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.49,,,,,,,,23,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard
CU,2019-04-26,76.4,-3.32,5.35,Max Scherzer,571976,453286,,called_strike,,,,,1,,R,R,R,WSH,SD,S,,,0,0,2019,1.02,-0.6,-0.4,2.65,,,,1,4,Top,,,,,543228,,190426_235611,4.304540234,-111.0835921,2.360346128,7.649348198,18.75461175,-37.70448411,3.25,1.31,,,,76,2764,5.9,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.59,,,,,,,,23,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019-04-26,85.2,-3.53,5.14,Max Scherzer,665487,453286,field_out,hit_into_play,,,,,7,"Fernando Tatis grounds out softly, pitcher Max Scherzer to first baseman Ryan Zimmerman.  ",R,R,R,WSH,SD,X,1,ground_ball,1,2,2019,-1.4,0.16,-0.66,2.07,,,,0,4,Top,125.06,186.76,,,543228,,190426_235535,9.348755296,-123.7145033,-1.209182129,-15.87258611,23.52023759,-30.56311343,3.8,1.79,,82.9,-21,84.3,1409,5.7,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.77,0.052,0.047,0,1,0,0,2,22,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-04-26,95.4,-3.62,4.97,Max Scherzer,665487,453286,,called_strike,,,,,9,,R,R,R,WSH,SD,S,,,1,1,2019,-1.49,1.25,0.45,1.59,,,,0,4,Top,,,,,543228,,190426_235516,13.79192159,-137.9994306,-5.852166498,-21.84887194,31.29131181,-15.43376964,3.5,1.62,,,,94,2664,5.9,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.65,,,,,,,,22,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
SL,2019-04-26,85.9,-3.58,5.07,Max Scherzer,665487,453286,,swinging_strike,,,,,14,,R,R,R,WSH,SD,S,,,1,0,2019,0.31,0.25,1.25,1.59,,,,0,4,Top,,,,,543228,,190426_235457,10.73859024,-124.6651767,-2.489658749,1.247895076,22.74193135,-29.28593848,3.8,1.79,,,,85.7,2660,6.1,565906,453286,543228,475582,572821,543685,666198,665742,645302,594809,54.43,,,,,,,,22,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard
